"id","obs_date","asm","asm_d11","asm_d","asm_d_d11","asm_i","asm_i_d11","rpm","rpm_d11","rpm_d","rpm_d_d11","rpm_i","rpm_i_d11","load_factor","load_factor_d11","load_factor_d","load_factor_d_d11","load_factor_i","load_factor_i_d11","enplane_i","enplane_i_d11","enplane_d","enplane_d_d11","enplane","enplane_d11","air_rpm_tsi","air_rpm_tsi_d11","air_rtmfm","air_rtmfm_d11","rail_frt_carloads","rail_frt_carloads_d11","rail_frt_intermodal","rail_frt_intermodal_d11","rail_pm","rail_pm_d11","transit","transit_d11","petroleum","petroleum_d11","natural_gas","natural_gas_d11","waterborne","waterborne_d11","truck_d11","vmt","vmt_d11","tsi_freight","tsi_freight_c","tsi_passenger","tsi_passenger_c","tsi_total","tsi_total_c","ind_pro","manuf","inv_to_sales","idx_air_rpm","idx_air_rtmfm","idx_rail_frt_carloads","idx_rail_frt_intermodal","idx_rail_pm","idx_transit_d11","idx_petroleum_d11","idx_natural_gas_d11","idx_waterborne_d11","idx_truck_d11"
"SATD201302","2013-02-01T00:00:00.000","72648062","83930770","49951094","57470593","22696968","26460177","57526656","70698748","40360485","48606666","17166171","22092082","79.2","84.2","80.8","84.6","75.6","83.5","6752","8103","45740","54679","52492","62783","58109870","71332889","2564138","2993942","1076131","1195293","955878","1068149","448821441","573172416","816236","883884","183911","207170","2567.2","2147.6","42.9","47.4","92.7","215803","249845","115.5","1.4","118.2","0.3","116.1","1","101.2678026047081","109.2325659764626","1.38","1.2095","1.1662","0.8834","1.4388","1.2304","1.1225","0.9258","1.1452","0.9603","1.2375"
"SATD201303","2013-03-01T00:00:00.000","85647079","83694079","59506910","57568236","26140169","26125844","72164048","69384611","50591941","47823231","21572107","21561380","84.3","82.9","85","83.1","82.5","82.5","8534","8040","56565","53648","65099","61688","72764478","69809718","3043702","2928363","1201786","1182679","1008249","1020086","604193668","593211557","891784","866258","208833","207464","2521.1","2263.4","48.3","48.2","92.8","253026","248349","115.5","0","115.8","-2","115.4","-0.6","101.6821403620366","107.3887701301882","1.39","1.1837","1.1407","0.8741","1.3741","1.2734","1.1001","0.9271","1.207","0.9753","1.2383"
"SATD201304","2013-04-01T00:00:00.000","83149109","83823894","57130631","57380984","26018478","26442910","67827983","69570663","47323333","47868478","20504650","21702185","81.6","83","82.8","83.4","78.8","82.1","7754","7992","53229","53457","60983","61449","68453537","70336261","2932522","2901876","1157043","1174017","1006189","1008128","603515708","619554004","910725","886766","203070","206953","1967.5","2184.3","44.6","45.3","93.1","252064","247844","114.7","-0.7","117.4","1.3","115.3","-0.1","101.5769133547864","106.4782097508369","1.4","1.1926","1.1304","0.8677","1.358","1.33","1.1262","0.9248","1.1648","0.9176","1.2427"
"SATD201305","2013-05-01T00:00:00.000","86666443","84174697","59071106","57669724","27595337","26504973","72981718","69698967","50124879","47881424","22856839","21817543","84.2","82.8","84.9","83","82.8","82.3","8222","8041","56563","53323","64785","61364","73574534","70320651","2859231","2839494","1207745","1193539","1047938","1028668","598536892","576844009","911492","874554","214306","208224","1752.5","2120.9","45.9","45.2","94.7","263406","249071","115.7","0.9","116.7","-0.6","115.8","0.4","101.6732088989822","107.6381960934773","1.4","1.1924","1.1061","0.8821","1.3856","1.2383","1.1107","0.9305","1.131","0.9142","1.2638"
"SATD201306","2013-06-01T00:00:00.000","89546169","84204646","60724545","57678330","28821624","26526316","77865105","70218627","52826890","48341038","25038215","21877590","87","83.4","87","83.8","86.9","82.5","9084","8151","57991","54515","67075","62666","78467134","70801336","2870590","2901098","1177312","1193508","1041722","1031302","638602721","579601758","854374","885870","211502","208130","1742.9","2118.2","48.4","48.2","94.2","259980","249233","116.1","0.4","117.7","0.9","116.4","0.5","101.8618988885684","106.7076282839156","1.4","1.2005","1.1301","0.8821","1.3892","1.2442","1.125","0.9301","1.1296","0.9747","1.2581"
"SATD201307","2013-07-01T00:00:00.000","93813172","84215834","63316300","57615659","30496872","26600176","81268540","69911333","54754449","48007310","26514091","21904023","86.6","83","86.5","83.3","86.9","82.3","9908","8167","59311","53265","69219","61432","81974582","70509840","2864407","2854656","1192669","1180596","1050954","1037972","681357191","583345845","871336","880841","212025","207588","1926.3","2127.8","47.4","47","94.4","263946","247384","115.8","-0.3","117.2","-0.4","116","-0.3","101.5298948481322","106.8981434804742","1.4","1.1956","1.112","0.8725","1.3982","1.2523","1.1186","0.9277","1.1347","0.9504","1.2606"
"SATD201308","2013-08-01T00:00:00.000","92159953","84786452","62097351","58030509","30062602","26755942","79332043","70188196","53123236","48137198","26208807","22050999","86.1","82.8","85.5","83","87.2","82.4","9611","8208","58115","53653","67726","61861","80007788","70636664","2893384","2918685","1266275","1194011","1110880","1046762","678920983","596802758","891472","886769","211301","206394","1927.4","2128.8","49.1","46.7","94.7","268061","250869","116.3","0.4","117.6","0.4","116.5","0.4","102.1366183728625","107.8291558995962","1.41","1.1977","1.1369","0.8824","1.41","1.2812","1.1262","0.9224","1.1352","0.9447","1.2644"
"SATD201309","2013-09-01T00:00:00.000","81546815","84510739","55225722","57811240","26321093","26699499","66575979","70002533","44654218","47983382","21921761","22019152","81.6","82.8","80.9","83","83.3","82.5","7428","8169","50766","53598","58194","61767","67203059","70541224","2784912","2831504","1204114","1184845","1074238","1057603","676533520","706953346","903863","886915","209629","208227","1767","2154.9","45.4","45","95.4","242536","249145","116.4","0","117.8","0.2","116.6","0.1","102.6820535821505","107.5899559561924","1.42","1.1961","1.103","0.8757","1.4246","1.5176","1.1263","0.9305","1.1492","0.9115","1.2738"
"SATD201310","2013-10-01T00:00:00.000","83998713","84859699","57851952","57887672","26146761","26972027","69054445","70067122","47859100","47994162","21195345","22072959","82.2","82.6","82.7","82.9","81.1","81.8","7453","8248","54706","53654","62159","61903","69727370","70900313","3087864","2887829","1241631","1178247","1134844","1058719","674078738","684971011","976227","886572","208421","206684","1866.8","2176.9","50.3","46.1","94.8","258748","249407","116.3","-0.1","118.2","0.3","116.6","0","102.5616328216584","107.8591670449117","1.43","1.2022","1.1249","0.8708","1.4261","1.4704","1.1259","0.9236","1.1609","0.9334","1.2653"
"SATD201311","2013-11-01T00:00:00.000","79452114","85120118","55462978","58121861","23989136","26998257","63029552","71187056","44420327","49105456","18609225","22081600","79.3","83.6","80.1","84.5","77.6","81.8","7056","8265","50543","54186","57599","62451","63611195","72291758","3009318","2844236","1194537","1201414","1053006","1065642","519835331","550027583","865854","887703","204507","207278","2316.9","2287.3","46.6","46.3","97.2","240055","249394","118.6","2","119.4","1","118.6","1.7","102.8229037811235","109.6967383573429","1.45","1.2258","1.1079","0.8879","1.4354","1.1807","1.1273","0.9263","1.2198","0.9379","1.2976"
"SATD201312","2013-12-01T00:00:00.000","83373980","84856321","57751895","58012901","25622085","26843420","70372528","70499900","49132874","48363462","21239654","22136437","84.4","83.1","85.1","83.4","82.9","82.5","8159","8289","54333","54034","62492","62323","70967040","70591646","3068925","2922646","1150066","1180486","1009960","1051711","604977613","567245754","840767","878341","205962","201700","2920.8","2307.1","44.9","46","95.7","241237","245957","117.4","-1.1","117.1","-1.9","117","-1.3","103.0444451290707","108.7197088487372","1.45","1.197","1.1385","0.8724","1.4167","1.2177","1.1155","0.9014","1.2303","0.931","1.2772"
"SATD201401","2014-01-01T00:00:00.000","79779042","84231556","54016100","57214470","25762942","27017085","64075229","70901587","43564252","48724091","20510977","22177496","80.3","84.2","80.7","85.2","79.6","82.1","7854","8306","47957","53820","55811","62127","64743622","71685422","2720657","2885357","1166410","1185174","1039222","1034224","466418567","560544898","835144","865715","206621","207977","3204.1","2340.5","44.5","46.9","92.9","226413","246531","115.7","-1.4","117.8","0.5","116.1","-0.8","102.6501261682434","108.6152256020831","1.46","1.2155","1.1239","0.8759","1.3931","1.2033","1.0994","0.9294","1.2482","0.9494","1.2406"
"SATD201402","2014-02-01T00:00:00.000","72508207","84062596","49369958","56876756","23138249","27185840","57888205","71223271","40543416","48883143","17344789","22340128","79.8","84.7","82.1","85.9","75","82.2","6928","8338","45513","54476","52441","62815","58474896","71969381","2425044","2843444","1065052","1181748","962791","1070690","424362057","552544940","815292","883695","202517","226928","2741.2","2313.2","41.6","46.2","95.4","213949","249499","117.7","1.7","118.8","0.9","117.8","1.5","103.4274714354613","110.0766572265596","1.44","1.2203","1.1076","0.8734","1.4422","1.1861","1.1223","1.0141","1.2336","0.9356","1.273"
"SATD201403","2014-03-01T00:00:00.000","88159265","86456366","60675512","58867977","27483753","27588390","73637965","72300952","51862090","49917162","21775875","22383790","83.5","83.6","85.5","84.8","79.2","81.1","8682","8361","57762","56108","66444","64469","74237229","72571316","3042193","2907496","1244990","1235030","1103573","1108025","542911331","555249668","916417","896507","220610","217987","2557.9","2283.2","50.8","50.7","96.2","253424","251120","119.7","1.7","120.1","1","119.5","1.5","104.450380606428","109.7231926261766","1.43","1.2305","1.1326","0.9127","1.4925","1.1919","1.1385","0.9742","1.2176","1.0255","1.2841"
"SATD201404","2014-04-01T00:00:00.000","84811525","85556048","57998679","58276578","26812846","27279470","70715384","71586836","49245759","49306855","21469625","22279981","83.4","83.7","84.9","84.6","80.1","81.7","8237","8394","55248","55082","63485","63476","71278694","72423243","2924333","2928294","1233731","1256815","1095022","1114104","545773080","548799724","924036","898155","216054","218160","1961.7","2191.3","50.4","51.3","96.8","256736","251959","120.2","0.4","119.9","-0.1","119.9","0.3","104.5364101011359","109.849684046062","1.41","1.228","1.1407","0.9288","1.5007","1.1781","1.1406","0.9749","1.1685","1.0383","1.2928"
"SATD201405","2014-05-01T00:00:00.000","88468426","85716931","59709980","58273434","28758446","27443497","75191291","71831862","51524033","49366427","23667258","22465434","85","83.8","86.3","84.7","82.3","81.9","8621","8392","57889","55177","66510","63569","75712694","72432232","3022743","3027125","1275032","1265653","1128705","1099951","581325298","560793448","926972","906787","222373","215193","1810.2","2187.8","51.8","51","97.3","266237","252289","120.7","0.4","120.4","0.3","120.3","0.4","104.9592686795394","109.7547599049529","1.42","1.2282","1.1792","0.9354","1.4817","1.2038","1.1516","0.9617","1.1667","1.0316","1.2985"
"SATD201406","2014-06-01T00:00:00.000","91975247","86190784","61760135","58487889","30215112","27702894","79468784","71640987","53979800","49296981","25488984","22344007","86.4","83.1","87.4","84.3","84.4","80.7","9337","8323","59262","55134","68599","63457","80063355","72093514","2932966","2953649","1220314","1232629","1111197","1104210","624637290","560760524","877459","890871","216312","213774","1745.4","2112.9","49.9","49.8","97","263459","252054","119.4","-1.1","119.3","-0.9","119.1","-1","105.3064664732175","109.7941078510333","1.42","1.2224","1.1505","0.911","1.4874","1.2038","1.1314","0.9553","1.1268","1.0085","1.2951"
"SATD201407","2014-07-01T00:00:00.000","96520210","86377859","64773495","58781910","31746715","27595948","83675271","71690051","56874432","49691212","26800839","21998839","86.7","83","87.8","84.5","84.4","79.7","10130","8310","61759","55543","71889","63853","84404540","72379862","3081705","3066968","1271665","1252137","1112298","1102375","672539892","569173951","889120","899943","220313","215328","1881","2075.5","50.3","49.8","97.4","270053","252111","120.1","0.6","120","0.6","119.8","0.6","105.530266352052","110.4238972930993","1.43","1.2273","1.1947","0.9254","1.4849","1.2218","1.1429","0.9623","1.1068","1.0081","1.3003"
"SATD201408","2014-08-01T00:00:00.000","93962667","86274640","62868360","58763387","31094307","27511253","81231837","71912837","54640576","49652641","26591261","22260196","86.5","83.4","86.9","84.5","85.5","80.9","9769","8349","59762","55252","69531","63601","81957560","72441135","2965888","3008601","1300904","1224132","1153989","1092273","649665562","570293188","890488","902431","221402","216456","1933.1","2135.2","51","48.3","98.4","268831","252472","120.3","0.2","120.2","0.1","120","0.2","105.3627244244108","110.2789545764643","1.42","1.2283","1.172","0.9047","1.4713","1.2242","1.1461","0.9673","1.1387","0.9785","1.3143"
"SATD201409","2014-09-01T00:00:00.000","83490060","86615354","56458516","59168405","27031544","27446948","68392098","72218913","46336551","49926437","22055547","22292476","81.9","83.4","82.1","84.4","81.6","81.2","7462","8304","52530","55351","59992","63655","69028870","72798830","2897972","2920375","1240412","1220025","1124487","1103828","540029397","565769600","934415","900946","222014","221963","1809.3","2193.5","52.9","52.2","99","247688","253485","121.5","1","120.5","0.3","120.9","0.7","105.6804586560589","109.6029257401343","1.43","1.2344","1.1376","0.9017","1.4869","1.2145","1.1442","0.9919","1.1697","1.0575","1.3223"
"SATD201410","2014-10-01T00:00:00.000","86100071","87097978","59584333","59696708","26515738","27401271","71270226","71910021","50112977","49915146","21157249","21994875","82.8","82.6","84.1","83.6","79.8","80.3","7408","8152","57084","55124","64492","63276","71887841","72559798","3201548","2990522","1297347","1234612","1189244","1114078","554539946","563989834","989965","894490","222427","219941","1912.8","2224.7","56.1","52.2","99.4","265144","254117","122.3","0.6","120","-0.5","121.2","0.3","105.7003747920653","108.4980709829624","1.43","1.2303","1.1649","0.9124","1.5007","1.2107","1.136","0.9829","1.1864","1.0569","1.327"
"SATD201411","2014-11-01T00:00:00.000","81651877","87545392","56949532","59682236","24702345","27863156","65178503","72468951","46352175","50188884","18826328","22280068","79.8","82.8","81.4","84.1","76.2","80","7160","8363","52578","55937","59738","64300","65654285","73117176","3150257","3018809","1213830","1220466","1079245","1097558","546544981","558893593","844733","884367","221566","226037","2357.5","2327","51.2","50.8","99.9","241451","253099","122.8","0.4","120.2","0.1","121.7","0.3","106.3540141629549","106.5549048999766","1.43","1.2398","1.1759","0.902","1.4784","1.1998","1.1231","1.0101","1.241","1.0273","1.334"
"SATD201412","2014-12-01T00:00:00.000","86849506","88390389","60270590","60568656","26578916","27821733","71781111","73245998","50303173","50685018","21477938","22560979","82.6","82.9","83.5","83.7","80.8","81.1","8291","8366","55487","55896","63778","64262","72233639","73502536","3241011","3021718","1253206","1283358","1037942","1107334","587913029","568440813","867305","888675","233711","229847","2679.2","2111.4","51.2","52.5","99.6","252271","255291","122.8","0","120.8","0.5","121.9","0.2","106.3717744285689","106.0711696984462","1.45","1.2463","1.1771","0.9485","1.4916","1.2203","1.1286","1.0272","1.126","1.0626","1.3296"
"SATD201501","2015-01-01T00:00:00.000","83421189","88274196","56980252","60463253","26440937","27810943","65975447","73154137","45137553","50673566","20837894","22480571","79.1","82.9","79.2","83.8","78.8","80.8","8056","8452","49728","56371","57784","64824","66538436","73780969","2842181","3030306","1235797","1257602","1050699","1042758","458200128","553663161","821043","870876","232949","233760","3115","2282.8","48.4","51","99","233498","254967","122.3","-0.4","120.3","-0.4","121.4","-0.4","105.5270838767108","103.0267057347703","1.45","1.2511","1.1804","0.9294","1.4046","1.1885","1.106","1.0446","1.2173","1.0318","1.3212"
"SATD201502","2015-02-01T00:00:00.000","74547659","86700254","51251151","59126620","23296508","27573634","59784666","73538693","42248126","50933547","17536540","22605145","80.2","84.8","82.4","86.1","75.3","82","6995","8437","47165","56454","54160","64890","60331344","74256844","2750727","3244567","1057411","1172335","896513","991734","430056703","562616288","782741","851264","212246","237134","2925.2","2487","42","46.6","98.5","217220","254414","121.6","-0.6","120.1","-0.2","120.9","-0.5","104.8539390117943","103.3323748074285","1.46","1.2591","1.2639","0.8664","1.3359","1.2078","1.0811","1.0597","1.3262","0.9443","1.3148"
"SATD201503","2015-03-01T00:00:00.000","90323907","88590721","62860127","60804981","27463780","27785740","75751609","74280908","53924946","51673925","21826663","22606983","83.9","83.8","85.8","85","79.5","81.4","8643","8390","59557","57336","68200","65726","76271051","74662778","3140177","3005500","1200811","1196421","1162736","1173699","556689651","561915294","910826","877206","247881","244432","2591.3","2306.9","41","40.9","101.2","258017","255735","122.7","0.8","121.6","1.3","122","1","104.4949352612051","104.3445284712924","1.44","1.266","1.1707","0.8842","1.581","1.2063","1.114","1.0923","1.2302","0.8275","1.351"
"SATD201504","2015-04-01T00:00:00.000","88617951","89371210","61116542","61438206","27501409","27933003","73090871","73806800","51883047","51822078","21207824","21984723","82.5","82.6","84.9","84.3","77.1","78.7","8221","8285","57698","57452","65919","65737","73607258","74524696","3047440","3054862","1168766","1194884","1150663","1174046","541203782","555196857","904755","879171","242574","243163","2007.9","2259.4","46.3","47","98.6","262817","257796","121.6","-0.8","121.5","-0.1","121.3","-0.6","103.9185992429588","104.0055136816169","1.45","1.2637","1.19","0.8831","1.5815","1.1918","1.1165","1.0867","1.2049","0.952","1.3158"
"SATD201505","2015-05-01T00:00:00.000","92777625","89678055","63393900","61796400","29383725","27881656","78002935","74408171","54255249","51954127","23747686","22454044","84.1","83","85.6","84.1","80.8","80.5","8673","8436","60252","57452","68925","65888","78502373","75002170","2975003","2996309","1157518","1150404","1172676","1146208","539871332","522868898","874547","868138","255162","247206","1858.2","2244.8","49.6","48.6","99.4","270839","257531","121.7","0","121.5","0","121.4","0","103.4484141764165","103.4161837095318","1.44","1.2718","1.1672","0.8502","1.544","1.1224","1.1025","1.1047","1.1971","0.9834","1.327"
"SATD201506","2015-06-01T00:00:00.000","95699034","89538585","65232975","61669152","30466059","27869433","82695216","74665273","56994808","52151283","25700408","22513990","86.4","83.4","87.4","84.6","84.4","80.8","9456","8468","61811","57487","71267","65955","83253406","75304714","2954345","2957938","1118067","1126908","1152698","1138524","620954019","552769010","881343","876337","249521","248191","1899.9","2293.3","47.4","47.4","99.5","270574","258177","121.3","-0.3","122.3","0.6","121.4","0","103.1315012287274","104.0077367294181","1.45","1.2769","1.1522","0.8328","1.5336","1.1866","1.1129","1.1091","1.223","0.9597","1.3279"
"SATD201507","2015-07-01T00:00:00.000","100991322","90323349","68556581","62234273","32434741","28089076","88263768","75266115","60430846","52574026","27832922","22692090","87.4","83.3","88.1","84.5","85.8","80.8","10503","8519","65130","57797","75633","66316","88951664","76040557","3002075","2983897","1189421","1163833","1151384","1144081","680358542","570069251","893090","901424","256884","251882","2067.7","2274","47.8","47.4","100.2","278372","258012","122.4","0.9","124.2","1.6","122.7","1.1","103.7787756489346","103.6204818024576","1.44","1.2894","1.1623","0.8601","1.5411","1.2238","1.1448","1.1256","1.2127","0.9585","1.3381"
"SATD201508","2015-08-01T00:00:00.000","98605906","90567079","66731034","62406186","31874872","28160893","85234949","76215980","57819224","53128694","27415725","23087286","86.4","84.2","86.6","85.1","86","82","10092","8652","62774","58936","72866","67588","85855967","76718483","2889286","2929700","1240609","1161344","1199140","1136687","627586111","550431335","843677","861244","258154","253191","2052.7","2259.4","51.5","48.9","100.9","272209","259020","122.9","0.4","123.2","-0.8","122.7","0","103.601378313785","102.4513809638324","1.45","1.3009","1.1412","0.8583","1.5311","1.1816","1.0937","1.1315","1.2049","0.9893","1.347"
"SATD201509","2015-09-01T00:00:00.000","87311778","90639512","59511989","62467522","27799789","28171990","72483190","76666186","49857958","53777070","22625232","22889116","83","84.6","83.8","86.1","81.4","81.2","7752","8705","55990","59038","63742","67743","73017733","77064966","3004570","3012428","1173643","1154170","1132525","1120928","519017227","544177237","900247","867110","250022","251769","1901.3","2290.2","49.6","48.8","100.9","255090","258671","123","0.1","123.8","0.5","123","0.2","103.3103358108053","101.8889498701413","1.47","1.3067","1.1734","0.853","1.5099","1.1682","1.1012","1.1251","1.2213","0.987","1.3473"
"SATD201510","2015-10-01T00:00:00.000","89525077","90680352","62551351","62886911","26973726","27793440","76094668","76785852","54074371","53952883","22020297","22832969","85","84.7","86.4","85.8","81.6","82.2","7841","8629","60892","59341","68733","67970","76678108","77244582","3207280","3009914","1211216","1150136","1175422","1097215","523223360","533012158","956049","875026","257696","254490","1987.3","2304.8","50.5","46.9","100.7","268469","257672","122.6","-0.4","124.3","0.4","122.9","-0.1","102.8209532317208","101.067311402836","1.48","1.3098","1.1725","0.85","1.478","1.1442","1.1112","1.1373","1.2291","0.9502","1.3445"
"SATD201511","2015-11-01T00:00:00.000","84942542","91124584","60467129","63249905","24475413","27874680","70030247","76274210","50913043","53602722","19117204","22671487","82.4","83.7","84.2","84.7","78.1","81.3","7439","8630","57151","58777","64590","67407","70460064","76450754","3105218","2979561","1087300","1096538","1068181","1089226","538968201","544870067","851059","873078","244070","249384","2249.1","2220.4","48.2","47.6","99.6","248843","260006","120.6","-1.6","123.4","-0.8","121.3","-1.3","102.0821056500822","100.5686817810379","1.48","1.2963","1.1606","0.8104","1.4672","1.1697","1.1088","1.1145","1.1841","0.9626","1.3298"
"SATD201512","2015-12-01T00:00:00.000","90268214","91616842","63241200","63405125","27027014","28211717","74827186","77223359","53118963","54389927","21708223","22833432","82.9","84.3","84","85.8","80.3","80.9","8532","8659","57870","59527","66402","68186","75327877","77699555","3276384","3022614","1047932","1077552","1017095","1071543","561992627","541670206","853434","875174","251164","246772","2588.2","2037.2","44.1","45.4","101.2","259424","261788","120.3","-0.2","124.9","1.2","121.6","0.3","101.5795825276533","98.58928001889328","1.48","1.3175","1.1774","0.7964","1.4434","1.1628","1.1114","1.1028","1.0864","0.918","1.3511"
"SATD201601","2016-01-01T00:00:00.000","86324710","91413317","59672180","63323165","26652530","28090152","69265865","76851265","48074919","54024553","21190946","22826712","80.2","84.1","80.6","85.3","79.5","81.3","8334","8693","52474","59478","60808","68171","69778658","77333478","2815647","3020784","1026594","1048997","1099304","1104299","443214812","542925357","798626","865050","253507","253173","3091.7","2277","39.8","42.3","102.5","239679","262611","121.9","1.3","124","-0.7","122.3","0.6","102.0846721624541","98.58972462845352","1.5","1.3113","1.1767","0.7753","1.4875","1.1655","1.0986","1.1314","1.2143","0.8571","1.3684"
"SATD201602","2016-02-01T00:00:00.000","81955424","92183390","57466886","64045084","24488538","28138306","64559135","76856266","46460173","54207026","18098962","22649240","78.8","83.4","80.8","84.6","73.9","80.5","7386","8599","51111","59083","58497","67682","65026219","77729932","2558377","2928480","980482","1039922","1055081","1118918","425393477","550285919","835127","865028","235963","252078","2652.3","2211.3","42.9","47.6","102.1","223011","261752","121.7","-0.1","124.5","0.4","122.4","0","101.5550466693774","98.02484818218112","1.49","1.318","1.1407","0.7686","1.5072","1.1813","1.0986","1.1265","1.1792","0.9628","1.3632"
"SATD201603","2016-03-01T00:00:00.000","94156648","92467685","66469562","64289486","27687086","28178199","78684812","75913940","56704006","53633736","21980806","22280205","83.6","82.1","85.3","83.4","79.4","79.1","8962","8538","61593","58817","70555","67355","79121758","76625232","3083370","2988242","1024640","1022772","1070300","1087956","555131660","552897005","910132","864478","256477","252670","2356.3","2093.8","44.2","44.4","101.8","265147","262392","120.4","-1.1","123.3","-1","121.1","-1.1","100.7751348897875","98.4009878701358","1.51","1.2993","1.164","0.7559","1.4655","1.1869","1.0979","1.1291","1.1166","0.899","1.3591"
"SATD201604","2016-04-01T00:00:00.000","91606913","92505329","63775639","64327396","27831274","28177932","75127770","76952418","53623642","54253631","21504128","22698787","82","83.2","84.1","84.3","77.3","80.6","8342","8595","58894","59125","67236","67720","75617434","77585850","3046837","3034572","977244","1003357","1069242","1079658","512433020","540411427","873735","859171","257720","258071","2083.8","2366.4","45.1","45.6","103.2","269653","264735","122.8","2","124.1","0.7","122.9","1.5","101.0974888437051","99.24530142501288","1.5","1.3156","1.1821","0.7415","1.4543","1.1601","1.0911","1.1533","1.262","0.9239","1.3773"
"SATD201605","2016-05-01T00:00:00.000","96381341","92891547","66545378","64605790","29835963","28285758","80784690","77332652","57131553","54754077","23653137","22578575","83.8","83.3","85.9","84.8","79.3","79.8","8763","8557","62752","59883","71515","68440","81226986","77844368","2978308","2978569","1023908","1017024","1116623","1093669","571922265","553219987","882465","862058","264596","255920","1965.8","2377.3","46.4","45.4","102","277972","264565","121.9","-0.7","124.5","0.4","122.5","-0.3","100.8689665821062","98.91317808352096","1.5","1.32","1.1603","0.7516","1.4732","1.1876","1.0948","1.1437","1.2677","0.918","1.3617"
"SATD201606","2016-06-01T00:00:00.000","99866149","93298802","68799372","64988558","31066777","28310245","86518457","77822639","60278335","55014778","26240122","22807860","86.6","83.4","87.6","84.7","84.5","80.6","9744","8644","64757","60205","74501","68849","87042101","78355211","3050262","3052105","1040635","1046860","1089176","1085923","624827889","555535164","870018","863984","261461","261132","2000.7","2411.3","44.9","44.8","102.2","276991","264364","122.8","0.7","125.2","0.5","123.3","0.7","101.3582465006958","99.26308580742209","1.49","1.3286","1.1889","0.7737","1.4628","1.1926","1.0972","1.167","1.2859","0.9073","1.3646"
"SATD201607","2016-07-01T00:00:00.000","104401229","93455501","71524272","65167808","32876957","28287692","90628483","77331710","62349264","54494424","28279219","22837286","86.8","82.7","87.2","83.6","86","80.7","10751","8695","66136","59350","76887","68045","91256833","77856080","3031681","3046872","1103771","1077192","1083705","1073459","681258622","571164354","811500","850821","270082","265017","2186.6","2387.3","47","46.5","104.8","285160","265645","125.2","1.9","124.1","-0.8","124.5","0.9","101.4749714833724","98.89450448199128","1.49","1.3201","1.1869","0.7961","1.446","1.2261","1.0805","1.1843","1.2731","0.9409","1.3995"
"SATD201608","2016-08-01T00:00:00.000","101837319","93568498","69971945","65257778","31865374","28310720","86136355","77269603","59282193","54507190","26854162","22762413","84.6","82.6","84.7","83.5","84.3","80.4","9950","8660","63500","58983","73450","67643","86708521","77727926","3089859","3087592","1158331","1077690","1143038","1082210","622399656","543462257","866992","853735","273449","268573","2208.4","2416.9","49.4","46.8","101.4","279213","264145","123.2","-1.6","124","-0.1","123.2","-1.1","101.3697444761222","98.9920962804618","1.49","1.318","1.2027","0.7965","1.4578","1.1666","1.0842","1.2002","1.2889","0.9472","1.3543"
"SATD201609","2016-09-01T00:00:00.000","90445645","93768789","62507832","65505361","27937813","28263428","75323792","79327507","52660648","56412055","22663144","22915452","83.3","84.6","84.2","86.1","81.1","81.1","7857","8706","58620","60925","66477","69631","75735172","79480283","3144378","3138329","1111960","1095299","1083419","1074983","529746419","545727384","886614","853005","251894","255841","1947.8","2332","47.5","46.7","100.2","262039","263573","121.9","-1","126","1.6","123","-0.1","101.2799165431037","99.63255635197332","1.49","1.3477","1.2225","0.8095","1.448","1.1715","1.0833","1.1433","1.2436","0.9447","1.3382"
"SATD201610","2016-10-01T00:00:00.000","92169699","93376264","64769650","65271923","27400049","28104341","77274227","78440264","55320061","55583956","21954166","22856308","83.8","84","85.4","85.2","80.1","81.3","7830","8653","61709","60925","69539","69578","77790770","78615489","3363915","3174224","1149315","1091305","1159050","1089764","515715563","529273902","891367","828634","271800","268254","1925.2","2219.3","49.9","46.8","101.6","275610","266664","122.9","0.8","124","-1.6","122.9","-0.1","101.3502389820953","99.289984685816","1.49","1.333","1.2365","0.8065","1.4679","1.1362","1.0523","1.1988","1.1835","0.9468","1.3567"
"SATD201611","2016-11-01T00:00:00.000","86896657","93389891","62885803","65830939","24010854","27558952","72215277","78422234","53280611","55939638","18934666","22482596","83.1","84","84.7","85","78.9","81.6","7322","8630","59269","60967","66591","69597","72625059","78997115","3397216","3228666","1091621","1103889","1087895","1105953","541014515","543405959","842380","846402","257922","263087","2159.4","2126.5","46.1","45.3","102.4","255154","265314","123","0.1","125.2","1","123.4","0.4","100.9607450645273","99.10969550914268","1.5","1.3395","1.2577","0.8158","1.4897","1.1665","1.0749","1.1757","1.134","0.9164","1.3666"
"SATD201612","2016-12-01T00:00:00.000","92983411","94417838","65698076","66080932","27285335","28336906","76957615","79142505","54812269","56048617","22145346","23093888","82.8","83.8","83.4","84.8","81.2","81.5","8805","8871","59178","60860","67983","69731","77310983","79446999","3455965","3217623","1056960","1084344","1098445","1131362","562539179","544048592","810009","845402","270123","264646","2866.3","2261.6","44.9","46","103.2","264778","267135","124.3","1","125.6","0.4","124.4","0.8","101.6755700903644","101.7375603148829","1.48","1.3471","1.2534","0.8014","1.524","1.1679","1.0736","1.1827","1.206","0.9322","1.3784"
